counter;event
start;3/31/2022 4:11:59 PM
1;antfreeze_off
56;rot_gain_set_to_5
124;view_cleared
4,434;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,512;rot_gain_set_to_3
4,771;view_cleared
8,859;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
9,061;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,644;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,701;rot_gain_set_to_1
13,754;view_cleared
18,072;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,130;rot_gain_set_to_-1
18,539;view_cleared
22,632;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,687;rot_gain_set_to_0
22,734;movedto_0;0
22,734;rotatedto_120degs
23,253;view_cleared
27,601;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,649;SUCCESS
end;3/31/2022 4:22:11 PM
