"X";"Y";"cond";"time_sec";"lag_time_sec";"count"
0;0;"H";1.09999999403954e-05;NA;1
-0.00073339999653399;0.000676949974149466;"H";0.0262409992218018;0.0262299992218614;2
-0.00122233002912253;0.00135389005299658;"H";0.0460789985656738;0.0198379993438721;3
-0.00122233002912253;0.00338474009186029;"H";0.0658150024414063;0.0197360038757324;4
-0.0014667899813503;0.00609253020957112;"H";0.0932730026245117;0.0274580001831055;5
-0.0014667899813503;0.00744641991332173;"H";0.114727996826172;0.0214549942016602;6
-0.0014667899813503;0.00947725959122181;"H";0.136164001464844;0.0214360046386719;7
-0.0014667899813503;0.010831150226295;"H";0.162055999755859;0.0258919982910156;8
-0.00220018997788429;0.0128619996830821;"H";0.187046997070312;0.0249909973144531;9
-0.00268911989405751;0.0142158903181553;"H";0.213378005981445;0.0263310089111328;10
-0.00317805004306138;0.0155697902664542;"H";0.236817993164063;0.0234399871826172;11
-0.00342251011170447;0.0155697902664542;"H";0.256824005126953;0.0200060119628906;12
-0.00391145003959537;0.0182775799185038;"H";0.282308013916016;0.0254840087890625;13
-0.00440037995576859;0.0189545303583145;"H";0.306975006103516;0.0246669921875;14
-0.00464484002441168;0.017600629478693;"H";0.334338989257813;0.0273639831542969;15
-0.0051337699405849;0.017600629478693;"H";0.359506011962891;0.0251670227050781;16
-0.00537823978811502;0.0162467397749424;"H";0.384919006347656;0.0254129943847656;17
-0.00586717016994953;0.0162467397749424;"H";0.409839996337891;0.0249209899902344;18
-0.00611162977293134;0.0162467397749424;"H";0.434942993164062;0.0251029968261718;19
-0.00635610008612275;0.0162467397749424;"H";0.460436004638672;0.0254930114746094;20
-0.00660056993365288;0.0169236902147532;"H";0.486264007568359;0.0258280029296875;21
-0.00660056993365288;0.0169236902147532;"H";0.511664001464844;0.0253999938964845;22
-0.00684503000229597;0.0176006406545639;"H";0.536721008300781;0.0250570068359375;23
-0.0070894998498261;0.0176006406545639;"H";0.562122985839844;0.0254019775390625;24
-0.00806736014783382;0.0176006406545639;"H";0.587369995117187;0.0252470092773437;25
-0.00904521998018026;0.0182775799185038;"H";0.613409973144531;0.0260399780273438;26
-0.0100230798125267;0.0182775799185038;"H";0.638700988769531;0.025291015625;27
-0.0110009396448731;0.0182775799185038;"H";0.664299987792969;0.0255989990234374;28
-0.012223269790411;0.0189545303583145;"H";0.689606994628906;0.0253070068359376;29
-0.0129566695541143;0.0196314807981253;"H";0.715203979492188;0.0255969848632812;30
-0.0136900600045919;0.0203084293752909;"H";0.740659973144531;0.0254559936523437;31
-0.0141789903864264;0.0203084293752909;"H";0.76547998046875;0.0248200073242187;32
-0.0149123901501298;0.0203084293752909;"H";0.790682006835937;0.0252020263671875;33
-0.0156457908451557;0.0209853705018759;"H";0.818664978027344;0.0279829711914062;34
-0.0161347202956676;0.0209853705018759;"H";0.843431030273437;0.0247660522460937;35
-0.0163791794329882;0.0203084293752909;"H";0.869030029296875;0.0255989990234375;36
-0.0163791794329882;0.0196314807981253;"H";0.895265014648438;0.0262349853515625;37
-0.0163791794329882;0.0209853705018759;"H";0.916914001464844;0.0216489868164063;38
-0.0163791794329882;0.0209853705018759;"H";0.939877014160156;0.0229630126953124;39
-0.0163791794329882;0.0209853705018759;"H";0.96439697265625;0.0245199584960938;40
-0.0163791794329882;0.0209853705018759;"H";0.989419982910156;0.0250230102539063;41
-0.0168681107461452;0.0209853705018759;"H";1.01433001708984;0.0249100341796874;42
-0.01784598082304;0.0196314807981253;"H";1.04005603027344;0.0257260131835939;43
-0.0188238397240639;0.0189545303583145;"H";1.06610595703125;0.0260499267578125;44
-0.0198017004877329;0.0189545303583145;"H";1.0918330078125;0.0257270507812499;45
-0.0210240297019482;0.0182775799185038;"H";1.12081494140625;0.02898193359375;46
-0.0217574201524258;0.0169236902147532;"H";1.14642602539063;0.0256110839843751;47
-0.0227352902293205;0.0162467397749424;"H";1.17190795898438;0.02548193359375;48
-0.0234686806797981;0.0162467397749424;"H";1.19744995117188;0.0255419921875;49
-0.0244465507566929;0.0155697902664542;"H";1.22300500488281;0.0255550537109375;50
-0.0259133391082287;0.0148928398266435;"H";1.24879895019531;0.0257939453125;51
-0.0271356608718634;0.0148928398266435;"H";1.27404895019531;0.02525;52
-0.028113529086113;0.0135389501228929;"H";1.29947900390625;0.0254300537109375;53
-0.029091389849782;0.0128619996830821;"H";1.321541015625;0.02206201171875;54
-0.030069250613451;0.0115081099793315;"H";1.34748803710937;0.0259470214843749;55
-0.0310471095144749;0.00947725959122181;"H";1.37266101074219;0.0251729736328126;56
-0.0320249795913696;0.00676948018372059;"H";1.39830004882812;0.0256390380859375;57
-0.0330028310418129;0.00609253020957112;"H";1.42438000488281;0.0260799560546876;58
-0.0334917716681957;0.00270778988488019;"H";1.44792504882813;0.0235450439453124;59
-0.034225158393383;0.0020308499224484;"H";1.47292797851563;0.0250029296875001;60
-0.0352030210196972;0.000676949974149466;"H";1.49908203125;0.0261540527343749;61
-0.03569196164608;-0.000676940020639449;"H";1.51873706054688;0.0196550292968751;62
-0.0359364189207554;-0.00338473008014262;"H";1.54365600585938;0.0249189453125001;63
-0.0366698205471039;-0.00406167982146144;"H";1.56891296386719;0.0252569580078124;64
-0.0378921404480934;-0.00135389005299658;"H";1.59461206054687;0.0256990966796875;65
-0.0388700105249882;-0.00338473008014262;"H";1.62032702636719;0.0257149658203126;66
-0.0393589399755001;-0.00406167982146144;"H";1.64016394042969;0.0198369140624999;67
-0.040336798876524;-0.00406167982146144;"H";1.66617199707031;0.0260080566406251;68
