"X";"Y";"cond";"time_sec";"lag_time_sec";"count"
0;0;"H";1.09999999403954e-05;NA;1
-0.00073339999653399;0;"H";0.0256860008239746;0.0256750008240342;2
-0.0014667899813503;0.00135389005299658;"H";0.0480900001525879;0.0224039993286133;3
-0.00268911989405751;0.00270778988488019;"H";0.0741510009765625;0.0260610008239746;4
-0.00391145003959537;0.00541557976976037;"H";0.100123001098633;0.0259720001220703;5
-0.0048893098719418;0.00744641991332173;"H";0.126112998962402;0.0259899978637695;6
-0.00586717016994953;0.010831150226295;"H";0.151759002685547;0.0256460037231445;7
-0.00660056993365288;0.010831150226295;"H";0.179113006591797;0.02735400390625;8
-0.00733395991846919;0.0101542100310326;"H";0.205134994506836;0.0260219879150391;9
-0.00806736014783382;0.0121850501745939;"H";0.230309997558594;0.0251750030517578;10
-0.00904521998018026;0.0142158903181553;"H";0.256950988769531;0.0266409912109375;11
-0.00977861974388361;0.0169236809015274;"H";0.276415008544922;0.0194640197753906;12
-0.0110009396448731;0.0203084200620651;"H";0.302182006835937;0.0257669982910156;13
-0.012223269790411;0.0230162106454372;"H";0.327588989257812;0.025406982421875;14
-0.0132011296227574;0.0243701003491879;"H";0.353338012695313;0.0257490234375;15
-0.0144234597682953;0.0264009404927492;"H";0.379346984863281;0.0260089721679688;16
-0.0154013196006417;0.0284317899495363;"H";0.405213989257812;0.0258670043945312;17
-0.0163791794329882;0.0297856796532869;"H";0.430540008544922;0.0253260192871094;18
-0.0168681107461452;0.0318165309727192;"H";0.458105010986328;0.0275650024414062;19
-0.0176015105098486;0.0318165309727192;"H";0.478105010986328;0.02;20
-0.0180904399603605;0.0345243215560913;"H";0.503608001708984;0.0255029907226562;21
-0.0185793694108725;0.0352012701332569;"H";0.529133972167969;0.0255259704589844;22
-0.0188238397240639;0.0365551598370075;"H";0.550213012695313;0.0210790405273438;23
-0.0193127691745758;0.0365551598370075;"H";0.571289978027344;0.0210769653320312;24
-0.0198017004877329;0.0365551598370075;"H";0.596343994140625;0.0250540161132813;25
-0.0207795593887568;0.0365551598370075;"H";0.622533996582031;0.0261900024414062;26
-0.0217574201524258;0.0365551598370075;"H";0.647302001953125;0.0247680053710938;27
-0.022979749366641;0.0372321084141731;"H";0.672465026855469;0.0251630249023437;28
-0.0239576101303101;0.0358782112598419;"H";0.698056030273438;0.0255910034179688;29
-0.0254244096577168;0.0358782112598419;"H";0.724153015136719;0.0260969848632813;30
-0.0264022704213858;0.0392629504203796;"H";0.749541015625;0.0253880004882812;31
-0.0273801293224096;0.0399398989975452;"H";0.775255981445312;0.0257149658203125;32
-0.0278690606355667;0.0399398989975452;"H";0.800236999511719;0.0249810180664063;33
-0.0283579900860786;0.0399398989975452;"H";0.827885009765625;0.0276480102539063;34
-0.029091389849782;0.0399398989975452;"H";0.853783996582031;0.0258989868164062;35
-0.030069250613451;0.0399398989975452;"H";0.880049011230469;0.0262650146484374;36
-0.0308026503771544;0.0399398989975452;"H";0.905377990722656;0.0253289794921875;37
-0.0317805111408234;0.0399398989975452;"H";0.930893005371094;0.0255150146484375;38
-0.0322694405913353;0.0399398989975452;"H";0.956541015625;0.0256480102539063;39
-0.0332472994923592;0.0399398989975452;"H";0.981637023925781;0.0250960083007812;40
-0.0339807011187077;0.0406168401241302;"H";1.00752697753906;0.0258899536132813;41
-0.0347140990197659;0.0406168401241302;"H";1.03414904785156;0.0266220703125;42
-0.0352030210196972;0.0412937887012959;"H";1.05513500976563;0.0209859619140627;43
-0.03569196164608;0.0426476895809174;"H";1.08176196289062;0.0266269531249999;44
-0.0359364189207554;0.0460324287414551;"H";1.10778002929687;0.0260180664062499;45
-0.0361808910965919;0.0480632707476616;"H";1.13323803710938;0.0254580078125002;46
-0.0366698205471039;0.0480632707476616;"H";1.15881005859375;0.0255720214843749;47
-0.0374032109975815;0.0500941090285778;"H";1.17814404296875;0.019333984375;48
-0.0381366088986397;0.0507710613310337;"H";1.20405895996094;0.0259149169921875;49
-0.0388700105249882;0.0507710613310337;"H";1.22992602539063;0.0258670654296875;50
-0.0396034009754658;0.0534788481891155;"H";1.25484594726563;0.024919921875;51
-0.0405812710523605;0.0521249510347843;"H";1.28044494628906;0.0255989990234375;52
-0.0413146615028381;0.054832749068737;"H";1.30605798339844;0.025613037109375;53
-0.0415591299533844;0.0568635910749435;"H";1.33112194824219;0.0250639648437498;54
-0.0415591299533844;0.0588944293558598;"H";1.35705603027344;0.0259340820312501;55
-0.0418035909533501;0.0582174807786942;"H";1.38413305664063;0.0270770263671876;56
-0.0418035909533501;0.0595713816583157;"H";1.40409399414062;0.0199609374999998;57
-0.0413146615028381;0.0616022199392319;"H";1.42923999023438;0.0251459960937501;58
-0.0405812710523605;0.0616022199392319;"H";1.45548706054688;0.0262470703125;59
-0.0400923304259777;0.0622791685163975;"H";1.47700500488281;0.0215179443359375;60
-0.0396034009754658;0.0629561170935631;"H";1.49639294433594;0.0193879394531251;61
-0.0391144715249538;0.063633069396019;"H";1.52181201171875;0.0254190673828125;62
-0.0391144715249538;0.063633069396019;"H";1.54799096679687;0.0261789550781248;63
-0.0391144715249538;0.0643100067973137;"H";1.57414501953125;0.0261540527343751;64
-0.0391144715249538;0.0663408637046814;"H";1.59927697753906;0.0251319580078124;65
-0.0393589399755001;0.0649869665503502;"H";1.625125;0.0258480224609374;66
-0.0396034009754658;0.0656639114022255;"H";1.65014404296875;0.02501904296875;67
-0.0396034009754658;0.0670178085565567;"H";1.67526000976562;0.025115966796875;68
