counter;event
start;4/5/2022 3:58:55 PM
1;antfreeze_off
62;rot_gain_set_to_5
127;view_cleared
4,297;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,546;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,514;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,565;rot_gain_set_to_3
8,647;view_cleared
13,246;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,333;rot_gain_set_to_-1
13,814;view_cleared
18,339;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,408;rot_gain_set_to_1
18,980;view_cleared
23,036;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
23,104;rot_gain_set_to_0
23,139;movedto_0;0
23,139;rotatedto_343degs
23,758;view_cleared
27,936;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,992;SUCCESS
end;4/5/2022 4:09:12 PM
