Ant;Eye;Trial;Gain;Order;Repetition;Mean angular speed;Mean angular velocity;blocked oscillation;fourrier;nb_osci;nb_block;Mean forward speed
04;LE;8;5;4;C2;116.8921742915148;110.14659043367418;0.7619047619047619;0.24188242579047176;10;32;13.25697939421043
04;LE;8;-1;5;C2;378.3051054689026;377.6313187487172;0.9545454545454546;0.13475499856822812;2;42;12.38674920221983
04;LE;8;B;6;C2;85.15161483305968;71.95338655156998;0.5882352941176471;0.165892501658925;14;20;8.59020404115964
05;2E;9;3;1;C2;95.76782036781086;20.455617130856783;0.1875;0.30279738196725126;26;6;14.002146772197133
05;2E;9;5;2;C2;75.7663237861109;12.542592252741942;0.07894736842105263;0.3723008190618019;35;3;11.739323964844706
05;2E;9;1;3;C2;90.51928199868408;23.853420599908997;0.21875;0.20187066819191168;25;7;13.453816485944538
05;2E;9;B;4;C2;80.1692318366136;28.341841695326707;0.2777777777777778;0.16917253483896888;26;10;12.139331885311824
05;2E;9;0;5;C2;109.40377677575925;32.255185952921344;0.4375;0.21928450598333438;18;14;14.166829022683062
05;2E;9;-1;6;C2;244.61247348975328;201.64641033019524;0.7368421052631579;0.1307899714274216;10;28;11.353299612936224
05;LE;10;3;1;C3;89.77774538850983;17.85726664884019;0.39473684210526316;0.18691999824075295;23;15;8.29848478371397
05;LE;10;5;2;C3;94.76581591603353;4.23992371493818;0.425;0.2539977029772948;23;17;7.634821697448044
05;LE;10;1;3;C3;123.18233780352504;0.4667205820344879;0.4444444444444444;0.19023320352714737;20;16;6.3438432091474635
05;LE;10;B;4;C3;107.07954423015775;-9.263193007293255;0.28205128205128205;0.4017447199265381;28;11;9.168764178704105
