counter;event
start;10/6/2022 3:57:16 PM
1;antfreeze_off
59;view_cleared
4,416;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,751;rot_gain_set_to_1
4,870;mode_#4_activated
4,874;display_vertical
4,925;view_cleared
9,218;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
9,412;mode_ergefg_activated
9,416;display_white
9,582;view_cleared
13,688;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,750;mode_#1_activated
13,753;display_live
13,823;rot_gain_set_to_2.5
14,117;view_cleared
18,477;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,648;mode_#5_activated
18,657;display_black
18,807;view_cleared
22,750;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,864;mode_#3_activated
22,868;display_horizontal
23,140;view_cleared
27,501;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,589;SUCCESS
end;10/6/2022 4:07:25 PM
