counter;event
start;4/1/2022 3:25:03 PM
1;antfreeze_off
75;rot_gain_set_to_-1
164;view_cleared
4,076;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,328;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,289;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,383;rot_gain_set_to_0
8,438;movedto_0;0
8,438;rotatedto_300degs
8,500;view_cleared
10,494;movedto_0;0
10,494;rotatedto_350degs
12,340;movedto_0;0
12,340;rotatedto_10degs
12,641;movedto_0;0
12,641;rotatedto_310degs
12,881;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
12,942;rot_gain_set_to_5
13,514;view_cleared
17,733;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
17,810;rot_gain_set_to_1
18,320;view_cleared
22,149;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,261;rot_gain_set_to_3
23,015;view_cleared
27,016;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,112;SUCCESS
end;4/1/2022 3:35:06 PM
