counter;event
start;3/31/2022 2:59:09 PM
1;antfreeze_off
64;rot_gain_set_to_0
127;movedto_0;0
127;rotatedto_100degs
192;view_cleared
4,308;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,377;rot_gain_set_to_-1
5,015;view_cleared
8,867;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,958;rot_gain_set_to_1
9,583;view_cleared
13,765;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,947;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
17,976;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,200;rot_gain_set_to_3
18,292;view_cleared
22,705;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,766;rot_gain_set_to_5
23,162;view_cleared
27,196;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,278;SUCCESS
end;3/31/2022 3:09:11 PM
