counter;event
start;11/8/2022 4:43:16 PM
1;antfreeze_off
92;mode_ergefg_activated
99;display_1bar_white
197;view_cleared
4,333;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,477;mode_#4_activated
4,481;display_4bars
4,732;view_cleared
8,798;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,917;mode_#5_activated
8,921;display_black
9,277;view_cleared
13,354;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,480;mode_#3_activated
13,486;display_1bar
13,905;view_cleared
18,043;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,097;mode_#5_activated
18,100;display_projection-horizontale(1)
18,504;view_cleared
22,489;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,732;display_8bars
22,925;view_cleared
27,371;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,403;SUCCESS
end;11/8/2022 4:53:27 PM
