counter;event
start;3/30/2022 4:35:49 PM
1;antfreeze_off
126;rot_gain_set_to_5
197;view_cleared
4,048;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,259;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,310;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,381;rot_gain_set_to_3
8,536;view_cleared
12,479;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
12,578;rot_gain_set_to_-1
13,463;view_cleared
17,458;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
17,518;rot_gain_set_to_1
18,124;view_cleared
22,545;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,640;rot_gain_set_to_0
22,709;movedto_0;0
22,709;rotatedto_200degs
23,041;view_cleared
27,090;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,209;SUCCESS
end;3/30/2022 4:45:57 PM
