counter;event
start;4/5/2022 2:42:42 PM
1;antfreeze_off
57;rot_gain_set_to_0
98;movedto_0;0
98;rotatedto_10degs
148;view_cleared
4,237;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,315;rot_gain_set_to_-1
4,930;view_cleared
8,939;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
8,992;rot_gain_set_to_1
9,531;view_cleared
13,659;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,864;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,098;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,192;rot_gain_set_to_3
18,251;view_cleared
22,829;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,902;rot_gain_set_to_5
23,411;view_cleared
27,714;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,756;SUCCESS
end;4/5/2022 2:52:53 PM
