counter;event
start;11/3/2022 3:39:25 PM
1;antfreeze_off
57;mode_#3_activated
64;display_horizontal
129;view_cleared
4,421;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,482;mode_#5_activated
4,488;display_black
4,885;view_cleared
9,072;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
9,190;rot_gain_set_to_2.5
9,305;mode_#1_activated
9,310;display_live
9,513;view_cleared
13,604;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,865;mode_ergefg_activated
13,870;display_white
14,038;rot_gain_set_to_1
14,130;view_cleared
18,131;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,182;mode_#4_activated
18,187;display_vertical
18,521;view_cleared
22,610;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,699;mode_#1_activated
22,702;display_live
22,758;rot_gain_set_to_0
22,818;movedto_0;0
22,818;rotatedto_350degs
23,062;view_cleared
27,081;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,143;SUCCESS
end;11/3/2022 3:49:28 PM
