counter;event
start;12/13/2022 10:51:25 AM
1;antfreeze_off
55;mode_#5_activated
59;display_black
131;view_cleared
5,659;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
5,726;mode_#1_activated
5,730;display_live
5,786;rot_gain_set_to_0
5,832;movedto_0;0
5,832;rotatedto_340degs
5,933;view_cleared
11,527;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
11,591;SUCCESS
end;12/13/2022 10:55:38 AM
