counter;event
start;10/7/2022 10:52:39 AM
1;antfreeze_off
59;mode_#4_activated
64;display_vertical
134;view_cleared
4,356;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
4,436;mode_#1_activated
4,439;display_live
4,488;rot_gain_set_to_0
4,539;movedto_0;0
4,539;rotatedto_85degs
4,859;view_cleared
9,498;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
9,713;rot_gain_set_to_2.5
9,894;view_cleared
13,797;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
13,894;rot_gain_set_to_1
13,984;mode_ergefg_activated
13,992;display_white
14,212;view_cleared
18,257;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
18,343;mode_#3_activated
18,350;display_horizontal
18,706;view_cleared
22,806;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
22,895;mode_#5_activated
22,899;display_black
23,227;view_cleared
27,582;view_filled_RGBA(0.000, 0.000, 0.000, 1.000)
27,627;SUCCESS
end;10/7/2022 11:02:47 AM
